activity,timestamp,case
Fine Screens,1969-12-31 17:00:00+00:00,case_7614
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_7614
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_7614
Bio-reactor Tanks,1969-12-31 20:00:00+00:00,case_7614
Bio-reactor Tanks,1969-12-31 21:00:00+00:00,case_7614
Bio-reactor Tanks,1969-12-31 22:00:00+00:00,case_7614
Bio-reactor Tanks,1969-12-31 23:00:00+00:00,case_7614
Final Clarifier,1970-01-01 00:00:00+00:00,case_7614
Chlorine Contact Basin,1970-01-01 01:00:00+00:00,case_7614
Pond,1970-01-01 02:00:00+00:00,case_7614
De-chlorination Pond,1970-01-01 03:00:00+00:00,case_7614
Cascade Aerator,1970-01-01 04:00:00+00:00,case_7614
Coarse Screens,1969-12-31 16:00:00+00:00,case_7772
Fine Screens,1969-12-31 17:00:00+00:00,case_7772
Compacted Screenings,1969-12-31 18:00:00+00:00,case_7772
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_7772
Coarse Screens,1969-12-31 16:00:00+00:00,case_6806
Fine Screens,1969-12-31 17:00:00+00:00,case_6806
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_6806
Sludge Grinder,1969-12-31 19:00:00+00:00,case_6806
Blend Tank,1969-12-31 20:00:00+00:00,case_6806
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_6806
Coarse Screens,1969-12-31 16:00:00+00:00,case_7663
Fine Screens,1969-12-31 17:00:00+00:00,case_7663
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_7663
Sludge Grinder,1969-12-31 19:00:00+00:00,case_7663
Blend Tank,1969-12-31 20:00:00+00:00,case_7663
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_7663
Coarse Screens,1969-12-31 16:00:00+00:00,case_5818
Fine Screens,1969-12-31 17:00:00+00:00,case_5818
Compacted Screenings,1969-12-31 18:00:00+00:00,case_5818
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_5818
Coarse Screens,1969-12-31 16:00:00+00:00,case_3487
Fine Screens,1969-12-31 17:00:00+00:00,case_3487
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_3487
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_3487
Bio-reactor Tanks,1969-12-31 20:00:00+00:00,case_3487
Wastewater Centrifuge De-watering Thickening,1969-12-31 21:00:00+00:00,case_3487
Blend Tank,1969-12-31 22:00:00+00:00,case_3487
Anaerobic Digester,1969-12-31 23:00:00+00:00,case_3487
Storage Tank,1970-01-01 00:00:00+00:00,case_3487
Disposal to Landfill,1970-01-01 01:00:00+00:00,case_3487
Coarse Screens,1969-12-31 16:00:00+00:00,case_3787
Fine Screens,1969-12-31 17:00:00+00:00,case_3787
Compacted Screenings,1969-12-31 18:00:00+00:00,case_3787
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_3787
Coarse Screens,1969-12-31 16:00:00+00:00,case_8526
Fine Screens,1969-12-31 17:00:00+00:00,case_8526
Compacted Screenings,1969-12-31 18:00:00+00:00,case_8526
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_8526
Coarse Screens,1969-12-31 16:00:00+00:00,case_4198
Fine Screens,1969-12-31 17:00:00+00:00,case_4198
Compacted Screenings,1969-12-31 18:00:00+00:00,case_4198
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_4198
Coarse Screens,1969-12-31 16:00:00+00:00,case_8834
Fine Screens,1969-12-31 17:00:00+00:00,case_8834
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_8834
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_8834
Bio-reactor Tanks,1969-12-31 20:00:00+00:00,case_8834
Final Clarifier,1969-12-31 21:00:00+00:00,case_8834
Chlorine Contact Basin,1969-12-31 22:00:00+00:00,case_8834
Pond,1969-12-31 23:00:00+00:00,case_8834
De-chlorination Pond,1970-01-01 00:00:00+00:00,case_8834
Cascade Aerator,1970-01-01 01:00:00+00:00,case_8834
Coarse Screens,1969-12-31 16:00:00+00:00,case_1237
Fine Screens,1969-12-31 17:00:00+00:00,case_1237
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_1237
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_1237
Bio-reactor Tanks,1969-12-31 20:00:00+00:00,case_1237
Bio-reactor Tanks,1969-12-31 21:00:00+00:00,case_1237
Bio-reactor Tanks,1969-12-31 22:00:00+00:00,case_1237
Gravity Thickening,1969-12-31 23:00:00+00:00,case_1237
Blend Tank,1970-01-01 00:00:00+00:00,case_1237
Anaerobic Digester,1970-01-01 01:00:00+00:00,case_1237
Storage Tank,1970-01-01 02:00:00+00:00,case_1237
Disposal to Landfill,1970-01-01 03:00:00+00:00,case_1237
Coarse Screens,1969-12-31 16:00:00+00:00,case_4580
Fine Screens,1969-12-31 17:00:00+00:00,case_4580
Compacted Screenings,1969-12-31 18:00:00+00:00,case_4580
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_4580
Coarse Screens,1969-12-31 16:00:00+00:00,case_3169
Fine Screens,1969-12-31 17:00:00+00:00,case_3169
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_3169
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_3169
Final Clarifier,1969-12-31 20:00:00+00:00,case_3169
Chlorine Contact Basin,1969-12-31 21:00:00+00:00,case_3169
Pond,1969-12-31 22:00:00+00:00,case_3169
De-chlorination Pond,1969-12-31 23:00:00+00:00,case_3169
Cascade Aerator,1970-01-01 00:00:00+00:00,case_3169
Coarse Screens,1969-12-31 16:00:00+00:00,case_7068
Fine Screens,1969-12-31 17:00:00+00:00,case_7068
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_7068
Sludge Grinder,1969-12-31 19:00:00+00:00,case_7068
Blend Tank,1969-12-31 20:00:00+00:00,case_7068
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_7068
Coarse Screens,1969-12-31 16:00:00+00:00,case_7886
Fine Screens,1969-12-31 17:00:00+00:00,case_7886
Compacted Screenings,1969-12-31 18:00:00+00:00,case_7886
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_7886
Coarse Screens,1969-12-31 16:00:00+00:00,case_6190
Fine Screens,1969-12-31 17:00:00+00:00,case_6190
Compacted Screenings,1969-12-31 18:00:00+00:00,case_6190
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_6190
Coarse Screens,1969-12-31 16:00:00+00:00,case_6695
Fine Screens,1969-12-31 17:00:00+00:00,case_6695
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_6695
Sludge Grinder,1969-12-31 19:00:00+00:00,case_6695
Blend Tank,1969-12-31 20:00:00+00:00,case_6695
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_6695
Storage Tank,1969-12-31 22:00:00+00:00,case_6695
Disposal to Landfill,1969-12-31 23:00:00+00:00,case_6695
Coarse Screens,1969-12-31 16:00:00+00:00,case_8065
Fine Screens,1969-12-31 17:00:00+00:00,case_8065
Compacted Screenings,1969-12-31 18:00:00+00:00,case_8065
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_8065
Coarse Screens,1969-12-31 16:00:00+00:00,case_8504
Fine Screens,1969-12-31 17:00:00+00:00,case_8504
Compacted Screenings,1969-12-31 18:00:00+00:00,case_8504
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_8504
Coarse Screens,1969-12-31 16:00:00+00:00,case_9589
Fine Screens,1969-12-31 17:00:00+00:00,case_9589
Compacted Screenings,1969-12-31 18:00:00+00:00,case_9589
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_9589
Coarse Screens,1969-12-31 16:00:00+00:00,case_9432
Fine Screens,1969-12-31 17:00:00+00:00,case_9432
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_9432
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_9432
Wastewater Centrifuge De-watering Thickening,1969-12-31 20:00:00+00:00,case_9432
Blend Tank,1969-12-31 21:00:00+00:00,case_9432
Anaerobic Digester,1969-12-31 22:00:00+00:00,case_9432
Storage Tank,1969-12-31 23:00:00+00:00,case_9432
Disposal to Landfill,1970-01-01 00:00:00+00:00,case_9432
Coarse Screens,1969-12-31 16:00:00+00:00,case_2645
Fine Screens,1969-12-31 17:00:00+00:00,case_2645
Compacted Screenings,1969-12-31 18:00:00+00:00,case_2645
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_2645
Coarse Screens,1969-12-31 16:00:00+00:00,case_101
Fine Screens,1969-12-31 17:00:00+00:00,case_101
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_101
Sludge Grinder,1969-12-31 19:00:00+00:00,case_101
Blend Tank,1969-12-31 20:00:00+00:00,case_101
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_101
Storage Tank,1969-12-31 22:00:00+00:00,case_101
Disposal to Landfill,1969-12-31 23:00:00+00:00,case_101
Coarse Screens,1969-12-31 16:00:00+00:00,case_6317
Fine Screens,1969-12-31 17:00:00+00:00,case_6317
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_6317
Sludge Grinder,1969-12-31 19:00:00+00:00,case_6317
Blend Tank,1969-12-31 20:00:00+00:00,case_6317
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_6317
Storage Tank,1969-12-31 22:00:00+00:00,case_6317
Disposal to Landfill,1969-12-31 23:00:00+00:00,case_6317
Coarse Screens,1969-12-31 16:00:00+00:00,case_4645
Fine Screens,1969-12-31 17:00:00+00:00,case_4645
Compacted Screenings,1969-12-31 18:00:00+00:00,case_4645
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_4645
Coarse Screens,1969-12-31 16:00:00+00:00,case_8950
Fine Screens,1969-12-31 17:00:00+00:00,case_8950
Compacted Screenings,1969-12-31 18:00:00+00:00,case_8950
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_8950
Coarse Screens,1969-12-31 16:00:00+00:00,case_1093
Fine Screens,1969-12-31 17:00:00+00:00,case_1093
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_1093
Sludge Grinder,1969-12-31 19:00:00+00:00,case_1093
Blend Tank,1969-12-31 20:00:00+00:00,case_1093
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_1093
Coarse Screens,1969-12-31 16:00:00+00:00,case_1104
Fine Screens,1969-12-31 17:00:00+00:00,case_1104
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_1104
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_1104
Dissolved-Air Flotation Thickening,1969-12-31 20:00:00+00:00,case_1104
Blend Tank,1969-12-31 21:00:00+00:00,case_1104
Anaerobic Digester,1969-12-31 22:00:00+00:00,case_1104
Storage Tank,1969-12-31 23:00:00+00:00,case_1104
Disposal to Landfill,1970-01-01 00:00:00+00:00,case_1104
Coarse Screens,1969-12-31 16:00:00+00:00,case_4923
Fine Screens,1969-12-31 17:00:00+00:00,case_4923
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_4923
Sludge Grinder,1969-12-31 19:00:00+00:00,case_4923
Blend Tank,1969-12-31 20:00:00+00:00,case_4923
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_4923
Coarse Screens,1969-12-31 16:00:00+00:00,case_104
Fine Screens,1969-12-31 17:00:00+00:00,case_104
Compacted Screenings,1969-12-31 18:00:00+00:00,case_104
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_104
Coarse Screens,1969-12-31 16:00:00+00:00,case_3622
Fine Screens,1969-12-31 17:00:00+00:00,case_3622
Compacted Screenings,1969-12-31 18:00:00+00:00,case_3622
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_3622
Coarse Screens,1969-12-31 16:00:00+00:00,case_4507
Fine Screens,1969-12-31 17:00:00+00:00,case_4507
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_4507
Sludge Grinder,1969-12-31 19:00:00+00:00,case_4507
Blend Tank,1969-12-31 20:00:00+00:00,case_4507
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_4507
Coarse Screens,1969-12-31 16:00:00+00:00,case_5257
Fine Screens,1969-12-31 17:00:00+00:00,case_5257
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_5257
Sludge Grinder,1969-12-31 19:00:00+00:00,case_5257
Blend Tank,1969-12-31 20:00:00+00:00,case_5257
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_5257
Storage Tank,1969-12-31 22:00:00+00:00,case_5257
Disposal to Landfill,1969-12-31 23:00:00+00:00,case_5257
Coarse Screens,1969-12-31 16:00:00+00:00,case_7262
Fine Screens,1969-12-31 17:00:00+00:00,case_7262
Compacted Screenings,1969-12-31 18:00:00+00:00,case_7262
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_7262
Coarse Screens,1969-12-31 16:00:00+00:00,case_7754
Fine Screens,1969-12-31 17:00:00+00:00,case_7754
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_7754
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_7754
Bio-reactor Tanks,1969-12-31 20:00:00+00:00,case_7754
Final Clarifier,1969-12-31 21:00:00+00:00,case_7754
Chlorine Contact Basin,1969-12-31 22:00:00+00:00,case_7754
Pond,1969-12-31 23:00:00+00:00,case_7754
De-chlorination Pond,1970-01-01 00:00:00+00:00,case_7754
Effluent Pumping Station,1970-01-01 01:00:00+00:00,case_7754
Coarse Screens,1969-12-31 16:00:00+00:00,case_2176
Fine Screens,1969-12-31 17:00:00+00:00,case_2176
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_2176
Sludge Grinder,1969-12-31 19:00:00+00:00,case_2176
Blend Tank,1969-12-31 20:00:00+00:00,case_2176
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_2176
Coarse Screens,1969-12-31 16:00:00+00:00,case_2712
Fine Screens,1969-12-31 17:00:00+00:00,case_2712
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_2712
Sludge Grinder,1969-12-31 19:00:00+00:00,case_2712
Blend Tank,1969-12-31 20:00:00+00:00,case_2712
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_2712
Storage Tank,1969-12-31 22:00:00+00:00,case_2712
Disposal to Landfill,1969-12-31 23:00:00+00:00,case_2712
Coarse Screens,1969-12-31 16:00:00+00:00,case_2888
Fine Screens,1969-12-31 17:00:00+00:00,case_2888
Compacted Screenings,1969-12-31 18:00:00+00:00,case_2888
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_2888
Coarse Screens,1969-12-31 16:00:00+00:00,case_8619
Fine Screens,1969-12-31 17:00:00+00:00,case_8619
Compacted Screenings,1969-12-31 18:00:00+00:00,case_8619
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_8619
Coarse Screens,1969-12-31 16:00:00+00:00,case_3131
Fine Screens,1969-12-31 17:00:00+00:00,case_3131
Compacted Screenings,1969-12-31 18:00:00+00:00,case_3131
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_3131
Coarse Screens,1969-12-31 16:00:00+00:00,case_6039
Fine Screens,1969-12-31 17:00:00+00:00,case_6039
Compacted Screenings,1969-12-31 18:00:00+00:00,case_6039
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_6039
Coarse Screens,1969-12-31 16:00:00+00:00,case_9375
Fine Screens,1969-12-31 17:00:00+00:00,case_9375
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_9375
Sludge Grinder,1969-12-31 19:00:00+00:00,case_9375
Blend Tank,1969-12-31 20:00:00+00:00,case_9375
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_9375
Coarse Screens,1969-12-31 16:00:00+00:00,case_8101
Fine Screens,1969-12-31 17:00:00+00:00,case_8101
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_8101
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_8101
Final Clarifier,1969-12-31 20:00:00+00:00,case_8101
Chlorine Contact Basin,1969-12-31 21:00:00+00:00,case_8101
Pond,1969-12-31 22:00:00+00:00,case_8101
De-chlorination Pond,1969-12-31 23:00:00+00:00,case_8101
Effluent Pumping Station,1970-01-01 00:00:00+00:00,case_8101
Coarse Screens,1969-12-31 16:00:00+00:00,case_1407
Fine Screens,1969-12-31 17:00:00+00:00,case_1407
Compacted Screenings,1969-12-31 18:00:00+00:00,case_1407
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_1407
Coarse Screens,1969-12-31 16:00:00+00:00,case_3202
Fine Screens,1969-12-31 17:00:00+00:00,case_3202
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_3202
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_3202
Final Clarifier,1969-12-31 20:00:00+00:00,case_3202
Chlorine Contact Basin,1969-12-31 21:00:00+00:00,case_3202
Pond,1969-12-31 22:00:00+00:00,case_3202
De-chlorination Pond,1969-12-31 23:00:00+00:00,case_3202
Cascade Aerator,1970-01-01 00:00:00+00:00,case_3202
Coarse Screens,1969-12-31 16:00:00+00:00,case_6487
Fine Screens,1969-12-31 17:00:00+00:00,case_6487
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_6487
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_6487
Gravity Thickening,1969-12-31 20:00:00+00:00,case_6487
Blend Tank,1969-12-31 21:00:00+00:00,case_6487
Anaerobic Digester,1969-12-31 22:00:00+00:00,case_6487
Storage Tank,1969-12-31 23:00:00+00:00,case_6487
Disposal to Landfill,1970-01-01 00:00:00+00:00,case_6487
Coarse Screens,1969-12-31 16:00:00+00:00,case_8754
Fine Screens,1969-12-31 17:00:00+00:00,case_8754
Compacted Screenings,1969-12-31 18:00:00+00:00,case_8754
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_8754
Coarse Screens,1969-12-31 16:00:00+00:00,case_2726
Fine Screens,1969-12-31 17:00:00+00:00,case_2726
Compacted Screenings,1969-12-31 18:00:00+00:00,case_2726
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_2726
Coarse Screens,1969-12-31 16:00:00+00:00,case_3499
Fine Screens,1969-12-31 17:00:00+00:00,case_3499
Compacted Screenings,1969-12-31 18:00:00+00:00,case_3499
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_3499
Coarse Screens,1969-12-31 16:00:00+00:00,case_4756
Fine Screens,1969-12-31 17:00:00+00:00,case_4756
Compacted Screenings,1969-12-31 18:00:00+00:00,case_4756
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_4756
Coarse Screens,1969-12-31 16:00:00+00:00,case_1770
Fine Screens,1969-12-31 17:00:00+00:00,case_1770
Compacted Screenings,1969-12-31 18:00:00+00:00,case_1770
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_1770
Coarse Screens,1969-12-31 16:00:00+00:00,case_254
Fine Screens,1969-12-31 17:00:00+00:00,case_254
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_254
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_254
Bio-reactor Tanks,1969-12-31 20:00:00+00:00,case_254
Wastewater Centrifuge De-watering Thickening,1969-12-31 21:00:00+00:00,case_254
Blend Tank,1969-12-31 22:00:00+00:00,case_254
Anaerobic Digester,1969-12-31 23:00:00+00:00,case_254
Coarse Screens,1969-12-31 16:00:00+00:00,case_4279
Fine Screens,1969-12-31 17:00:00+00:00,case_4279
Compacted Screenings,1969-12-31 18:00:00+00:00,case_4279
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_4279
Coarse Screens,1969-12-31 16:00:00+00:00,case_358
Fine Screens,1969-12-31 17:00:00+00:00,case_358
Compacted Screenings,1969-12-31 18:00:00+00:00,case_358
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_358
Coarse Screens,1969-12-31 16:00:00+00:00,case_898
Fine Screens,1969-12-31 17:00:00+00:00,case_898
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_898
Sludge Grinder,1969-12-31 19:00:00+00:00,case_898
Blend Tank,1969-12-31 20:00:00+00:00,case_898
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_898
Storage Tank,1969-12-31 22:00:00+00:00,case_898
Disposal to Landfill,1969-12-31 23:00:00+00:00,case_898
Coarse Screens,1969-12-31 16:00:00+00:00,case_2450
Fine Screens,1969-12-31 17:00:00+00:00,case_2450
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_2450
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_2450
Final Clarifier,1969-12-31 20:00:00+00:00,case_2450
Chlorine Contact Basin,1969-12-31 21:00:00+00:00,case_2450
Pond,1969-12-31 22:00:00+00:00,case_2450
De-chlorination Pond,1969-12-31 23:00:00+00:00,case_2450
Effluent Pumping Station,1970-01-01 00:00:00+00:00,case_2450
Coarse Screens,1969-12-31 16:00:00+00:00,case_3272
Fine Screens,1969-12-31 17:00:00+00:00,case_3272
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_3272
Sludge Grinder,1969-12-31 19:00:00+00:00,case_3272
Blend Tank,1969-12-31 20:00:00+00:00,case_3272
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_3272
Coarse Screens,1969-12-31 16:00:00+00:00,case_3241
Fine Screens,1969-12-31 17:00:00+00:00,case_3241
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_3241
Sludge Grinder,1969-12-31 19:00:00+00:00,case_3241
Blend Tank,1969-12-31 20:00:00+00:00,case_3241
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_3241
Coarse Screens,1969-12-31 16:00:00+00:00,case_9556
Fine Screens,1969-12-31 17:00:00+00:00,case_9556
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_9556
Sludge Grinder,1969-12-31 19:00:00+00:00,case_9556
Blend Tank,1969-12-31 20:00:00+00:00,case_9556
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_9556
Storage Tank,1969-12-31 22:00:00+00:00,case_9556
Disposal to Landfill,1969-12-31 23:00:00+00:00,case_9556
Coarse Screens,1969-12-31 16:00:00+00:00,case_9597
Fine Screens,1969-12-31 17:00:00+00:00,case_9597
Compacted Screenings,1969-12-31 18:00:00+00:00,case_9597
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_9597
Coarse Screens,1969-12-31 16:00:00+00:00,case_8593
Fine Screens,1969-12-31 17:00:00+00:00,case_8593
Compacted Screenings,1969-12-31 18:00:00+00:00,case_8593
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_8593
Coarse Screens,1969-12-31 16:00:00+00:00,case_9235
Fine Screens,1969-12-31 17:00:00+00:00,case_9235
Compacted Screenings,1969-12-31 18:00:00+00:00,case_9235
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_9235
Coarse Screens,1969-12-31 16:00:00+00:00,case_4354
Fine Screens,1969-12-31 17:00:00+00:00,case_4354
Compacted Screenings,1969-12-31 18:00:00+00:00,case_4354
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_4354
Coarse Screens,1969-12-31 16:00:00+00:00,case_4489
Fine Screens,1969-12-31 17:00:00+00:00,case_4489
Compacted Screenings,1969-12-31 18:00:00+00:00,case_4489
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_4489
Coarse Screens,1969-12-31 16:00:00+00:00,case_4866
Fine Screens,1969-12-31 17:00:00+00:00,case_4866
Compacted Screenings,1969-12-31 18:00:00+00:00,case_4866
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_4866
Coarse Screens,1969-12-31 16:00:00+00:00,case_5415
Fine Screens,1969-12-31 17:00:00+00:00,case_5415
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_5415
Sludge Grinder,1969-12-31 19:00:00+00:00,case_5415
Blend Tank,1969-12-31 20:00:00+00:00,case_5415
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_5415
Coarse Screens,1969-12-31 16:00:00+00:00,case_9203
Fine Screens,1969-12-31 17:00:00+00:00,case_9203
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_9203
Sludge Grinder,1969-12-31 19:00:00+00:00,case_9203
Blend Tank,1969-12-31 20:00:00+00:00,case_9203
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_9203
Storage Tank,1969-12-31 22:00:00+00:00,case_9203
Disposal to Landfill,1969-12-31 23:00:00+00:00,case_9203
Coarse Screens,1969-12-31 16:00:00+00:00,case_793
Fine Screens,1969-12-31 17:00:00+00:00,case_793
Compacted Screenings,1969-12-31 18:00:00+00:00,case_793
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_793
Coarse Screens,1969-12-31 16:00:00+00:00,case_862
Fine Screens,1969-12-31 17:00:00+00:00,case_862
